
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 27-Nov-2025 at 16:19:01.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
   31.8375   9.7206994E+05   1.4813534E+06   9.7196600E+05   7.7604250E+05   1.2809585E+06   7.7597700E+05
   31.8500   9.7202131E+05   1.4816289E+06   9.7194700E+05   7.7599794E+05   1.2812296E+06   7.7596612E+05
   31.8625   9.7197281E+05   1.4818988E+06   9.7192969E+05   7.7595394E+05   1.2814962E+06   7.7595656E+05
   31.8750   9.7192438E+05   1.4821631E+06   9.7191388E+05   7.7591050E+05   1.2817581E+06   7.7594831E+05
   31.8875   9.7187600E+05   1.4824218E+06   9.7189962E+05   7.7586775E+05   1.2820154E+06   7.7594138E+05
   31.9000   9.7182819E+05   1.4826735E+06   9.7188738E+05   7.7582562E+05   1.2822679E+06   7.7593575E+05
   31.9125   9.7178025E+05   1.4829200E+06   9.7187631E+05   7.7578406E+05   1.2825156E+06   7.7593144E+05
   31.9250   9.7173269E+05   1.4831600E+06   9.7186700E+05   7.7574325E+05   1.2827584E+06   7.7592838E+05
   31.9375   9.7168531E+05   1.4833940E+06   9.7185900E+05   7.7570300E+05   1.2829964E+06   7.7592656E+05
   31.9500   9.7163806E+05   1.4836220E+06   9.7185244E+05   7.7566344E+05   1.2832294E+06   7.7592606E+05
   31.9625   9.7159106E+05   1.4838438E+06   9.7184719E+05   7.7562444E+05   1.2834572E+06   7.7592675E+05
   31.9750   9.7154419E+05   1.4840596E+06   9.7184312E+05   7.7558606E+05   1.2836801E+06   7.7592869E+05
   31.9875   9.7149756E+05   1.4842695E+06   9.7184025E+05   7.7554831E+05   1.2838978E+06   7.7593181E+05
   32.0000   9.7145112E+05   1.4844734E+06   9.7183850E+05   7.7551112E+05   1.2841100E+06   7.7593612E+05
   32.0125   9.7140494E+05   1.4846714E+06   9.7183775E+05   7.7547450E+05   1.2843170E+06   7.7594162E+05
   32.0250   9.7135969E+05   1.4848621E+06   9.7183869E+05   7.7543838E+05   1.2845185E+06   7.7594825E+05
   32.0375   9.7131462E+05   1.4850474E+06   9.7184038E+05   7.7540275E+05   1.2847144E+06   7.7595606E+05
   32.0500   9.7127031E+05   1.4852259E+06   9.7184338E+05   7.7536762E+05   1.2849046E+06   7.7596494E+05
   32.0625   9.7122662E+05   1.4853982E+06   9.7184744E+05   7.7533294E+05   1.2850891E+06   7.7597494E+05
   32.0750   9.7118362E+05   1.4855642E+06   9.7185250E+05   7.7529875E+05   1.2852676E+06   7.7598600E+05
   32.0875   9.7114131E+05   1.4857241E+06   9.7185862E+05   7.7526500E+05   1.2854402E+06   7.7599812E+05
   32.1000   9.7109988E+05   1.4858778E+06   9.7186569E+05   7.7523162E+05   1.2856068E+06   7.7601125E+05
   32.1125   9.7105919E+05   1.4860251E+06   9.7187369E+05   7.7519862E+05   1.2857671E+06   7.7602538E+05
   32.1250   9.7101944E+05   1.4861664E+06   9.7188250E+05   7.7516600E+05   1.2859211E+06   7.7604050E+05
   32.1375   9.7098062E+05   1.4863016E+06   9.7189225E+05   7.7513375E+05   1.2860689E+06   7.7605650E+05
   32.1500   9.7094344E+05   1.4864294E+06   9.7190344E+05   7.7510188E+05   1.2862101E+06   7.7607350E+05
   32.1625   9.7090706E+05   1.4865514E+06   9.7191525E+05   7.7507038E+05   1.2863449E+06   7.7609131E+05
   32.1750   9.7087219E+05   1.4866666E+06   9.7192825E+05   7.7503912E+05   1.2864730E+06   7.7611000E+05
   32.1875   9.7083862E+05   1.4867754E+06   9.7194219E+05   7.7500825E+05   1.2865945E+06   7.7612956E+05
   32.2000   9.7080631E+05   1.4868776E+06   9.7195712E+05   7.7497775E+05   1.2867092E+06   7.7614981E+05
   32.2125   9.7077550E+05   1.4869734E+06   9.7197294E+05   7.7494750E+05   1.2868172E+06   7.7617088E+05
   32.2250   9.7074600E+05   1.4870628E+06   9.7198975E+05   7.7491769E+05   1.2869185E+06   7.7619256E+05
   32.2375   9.7071794E+05   1.4871456E+06   9.7200738E+05   7.7488812E+05   1.2870129E+06   7.7621500E+05
   32.2500   9.7069138E+05   1.4872219E+06   9.7202594E+05   7.7485900E+05   1.2871004E+06   7.7623800E+05
   32.2625   9.7066619E+05   1.4872918E+06   9.7204538E+05   7.7483025E+05   1.2871811E+06   7.7626162E+05
   32.2750   9.7064325E+05   1.4873538E+06   9.7206638E+05   7.7480194E+05   1.2872549E+06   7.7628588E+05
   32.2875   9.7062156E+05   1.4874095E+06   9.7208806E+05   7.7477412E+05   1.2873216E+06   7.7631056E+05
   32.3000   9.7060194E+05   1.4874579E+06   9.7211112E+05   7.7474675E+05   1.2873815E+06   7.7633581E+05
   32.3125   9.7058400E+05   1.4874991E+06   9.7213519E+05   7.7472000E+05   1.2874344E+06   7.7636150E+05
   32.3250   9.7056788E+05   1.4875334E+06   9.7216031E+05   7.7469381E+05   1.2874804E+06   7.7638762E+05
   32.3375   9.7055356E+05   1.4875602E+06   9.7218662E+05   7.7466838E+05   1.2875192E+06   7.7641425E+05
   32.3500   9.7054106E+05   1.4875799E+06   9.7221400E+05   7.7464362E+05   1.2875512E+06   7.7644125E+05
   32.3625   9.7053031E+05   1.4875922E+06   9.7224244E+05   7.7461975E+05   1.2875762E+06   7.7646862E+05
   32.3750   9.7052150E+05   1.4875972E+06   9.7227200E+05   7.7459675E+05   1.2875942E+06   7.7649638E+05
   32.3875   9.7051438E+05   1.4875949E+06   9.7230256E+05   7.7457469E+05   1.2876052E+06   7.7652450E+05
   32.4000   9.7050975E+05   1.4875840E+06   9.7233481E+05   7.7455375E+05   1.2876092E+06   7.7655300E+05
   32.4125   9.7050669E+05   1.4875659E+06   9.7236794E+05   7.7453388E+05   1.2876062E+06   7.7658188E+05
   32.4250   9.7050588E+05   1.4875395E+06   9.7240244E+05   7.7451531E+05   1.2875962E+06   7.7661106E+05
   32.4375   9.7050694E+05   1.4875055E+06   9.7243812E+05   7.7449800E+05   1.2875792E+06   7.7664062E+05
   32.4500   9.7051006E+05   1.4874635E+06   9.7247500E+05   7.7448219E+05   1.2875551E+06   7.7667062E+05
   32.4625   9.7051506E+05   1.4874135E+06   9.7251306E+05   7.7446775E+05   1.2875240E+06   7.7670094E+05
   32.4750   9.7052200E+05   1.4873556E+06   9.7255225E+05   7.7445494E+05   1.2874860E+06   7.7673162E+05
   32.4875   9.7053088E+05   1.4872899E+06   9.7259250E+05   7.7444381E+05   1.2874409E+06   7.7676281E+05
   32.5000   9.7054169E+05   1.4872162E+06   9.7263388E+05   7.7443438E+05   1.2873888E+06   7.7679431E+05
   32.5125   9.7055438E+05   1.4871348E+06   9.7267625E+05   7.7442681E+05   1.2873296E+06   7.7682631E+05
   32.5250   9.7056956E+05   1.4870444E+06   9.7272031E+05   7.7442112E+05   1.2872635E+06   7.7685881E+05
   32.5375   9.7058650E+05   1.4869462E+06   9.7276519E+05   7.7441738E+05   1.2871904E+06   7.7689181E+05
   32.5500   9.7060575E+05   1.4868398E+06   9.7281144E+05   7.7441575E+05   1.2871101E+06   7.7692538E+05
   32.5625   9.7062706E+05   1.4867252E+06   9.7285881E+05   7.7441625E+05   1.2870229E+06   7.7695950E+05
   32.5750   9.7065050E+05   1.4866025E+06   9.7290731E+05   7.7441894E+05   1.2869286E+06   7.7699425E+05
   32.5875   9.7067612E+05   1.4864718E+06   9.7295694E+05   7.7442394E+05   1.2868272E+06   7.7702962E+05
   32.6000   9.7070388E+05   1.4863330E+06   9.7300762E+05   7.7443125E+05   1.2867189E+06   7.7706575E+05
   32.6125   9.7073375E+05   1.4861864E+06   9.7305931E+05   7.7444100E+05   1.2866032E+06   7.7710256E+05
   32.6250   9.7076581E+05   1.4860318E+06   9.7311194E+05   7.7445319E+05   1.2864806E+06   7.7714019E+05
   32.6375   9.7080006E+05   1.4858695E+06   9.7316550E+05   7.7446794E+05   1.2863508E+06   7.7717862E+05
   32.6500   9.7083700E+05   1.4856986E+06   9.7322056E+05   7.7448525E+05   1.2862138E+06   7.7721800E+05
   32.6625   9.7087606E+05   1.4855202E+06   9.7327631E+05   7.7450525E+05   1.2860696E+06   7.7725819E+05
   32.6750   9.7091769E+05   1.4853339E+06   9.7333325E+05   7.7452788E+05   1.2859181E+06   7.7729938E+05
   32.6875   9.7096169E+05   1.4851396E+06   9.7339119E+05   7.7455325E+05   1.2857595E+06   7.7734156E+05
   32.7000   9.7100819E+05   1.4849378E+06   9.7345006E+05   7.7458138E+05   1.2855938E+06   7.7738475E+05
   32.7125   9.7105706E+05   1.4847284E+06   9.7350988E+05   7.7461225E+05   1.2854206E+06   7.7742900E+05
   32.7250   9.7110850E+05   1.4845114E+06   9.7357069E+05   7.7464594E+05   1.2852402E+06   7.7747438E+05
   32.7375   9.7116238E+05   1.4842870E+06   9.7363231E+05   7.7468244E+05   1.2850526E+06   7.7752081E+05
   32.7500   9.7121869E+05   1.4840554E+06   9.7369481E+05   7.7472181E+05   1.2848578E+06   7.7756838E+05
   32.7625   9.7127750E+05   1.4838166E+06   9.7375819E+05   7.7476406E+05   1.2846556E+06   7.7761712E+05
   32.7750   9.7133919E+05   1.4835699E+06   9.7382288E+05   7.7480912E+05   1.2844462E+06   7.7766706E+05
   32.7875   9.7140331E+05   1.4833165E+06   9.7388825E+05   7.7485712E+05   1.2842296E+06   7.7771819E+05
   32.8000   9.7147006E+05   1.4830558E+06   9.7395475E+05   7.7490806E+05   1.2840058E+06   7.7777050E+05
   32.8125   9.7153944E+05   1.4827882E+06   9.7402212E+05   7.7496181E+05   1.2837748E+06   7.7782412E+05
   32.8250   9.7161131E+05   1.4825138E+06   9.7409038E+05   7.7501856E+05   1.2835365E+06   7.7787894E+05
   32.8375   9.7168575E+05   1.4822328E+06   9.7415950E+05   7.7507819E+05   1.2832912E+06   7.7793500E+05
   32.8500   9.7176256E+05   1.4819454E+06   9.7422950E+05   7.7514075E+05   1.2830388E+06   7.7799238E+05
   32.8625   9.7184188E+05   1.4816516E+06   9.7430019E+05   7.7520625E+05   1.2827792E+06   7.7805100E+05
   32.8750   9.7192356E+05   1.4813518E+06   9.7437162E+05   7.7527469E+05   1.2825128E+06   7.7811081E+05
   32.8875   9.7200762E+05   1.4810459E+06   9.7444381E+05   7.7534606E+05   1.2822392E+06   7.7817200E+05
   32.9000   9.7209444E+05   1.4807335E+06   9.7451700E+05   7.7542038E+05   1.2819589E+06   7.7823438E+05
   32.9125   9.7218338E+05   1.4804156E+06   9.7459081E+05   7.7549762E+05   1.2816716E+06   7.7829800E+05
   32.9250   9.7227488E+05   1.4800919E+06   9.7466538E+05   7.7557781E+05   1.2813775E+06   7.7836288E+05
   32.9375   9.7236875E+05   1.4797625E+06   9.7474069E+05   7.7566088E+05   1.2810768E+06   7.7842894E+05
   32.9500   9.7246494E+05   1.4794275E+06   9.7481669E+05   7.7574688E+05   1.2807694E+06   7.7849625E+05
   32.9625   9.7256350E+05   1.4790871E+06   9.7489344E+05   7.7583581E+05   1.2804555E+06   7.7856469E+05
   32.9750   9.7266438E+05   1.4787414E+06   9.7497088E+05   7.7592756E+05   1.2801351E+06   7.7863438E+05
   32.9875   9.7276762E+05   1.4783904E+06   9.7504900E+05   7.7602219E+05   1.2798085E+06   7.7870519E+05
   33.0000   9.7287306E+05   1.4780342E+06   9.7512788E+05   7.7611962E+05   1.2794755E+06   7.7877706E+05
   33.0125   9.7298081E+05   1.4776728E+06   9.7520744E+05   7.7621988E+05   1.2791364E+06   7.7885012E+05
   33.0250   9.7309112E+05   1.4773059E+06   9.7528812E+05   7.7632288E+05   1.2787912E+06   7.7892425E+05
   33.0375   9.7320362E+05   1.4769340E+06   9.7536950E+05   7.7642862E+05   1.2784404E+06   7.7899938E+05
   33.0500   9.7331850E+05   1.4765570E+06   9.7545194E+05   7.7653694E+05   1.2780836E+06   7.7907562E+05
   33.0625   9.7343569E+05   1.4761748E+06   9.7553525E+05   7.7664794E+05   1.2777212E+06   7.7915281E+05
   33.0750   9.7355512E+05   1.4757876E+06   9.7561956E+05   7.7676138E+05   1.2773534E+06   7.7923094E+05
   33.0875   9.7367681E+05   1.4753955E+06   9.7570494E+05   7.7687738E+05   1.2769802E+06   7.7931000E+05
   33.1000   9.7380075E+05   1.4749984E+06   9.7579131E+05   7.7699569E+05   1.2766021E+06   7.7938994E+05
   33.1125   9.7392675E+05   1.4745966E+06   9.7587869E+05   7.7711631E+05   1.2762189E+06   7.7947069E+05
   33.1250   9.7405488E+05   1.4741900E+06   9.7596719E+05   7.7723912E+05   1.2758310E+06   7.7955225E+05
   33.1375   9.7418512E+05   1.4737788E+06   9.7605669E+05   7.7736412E+05   1.2754384E+06   7.7963450E+05
   33.1500   9.7431756E+05   1.4733626E+06   9.7614744E+05   7.7749106E+05   1.2750415E+06   7.7971744E+05
   33.1625   9.7445194E+05   1.4729422E+06   9.7623931E+05   7.7762000E+05   1.2746404E+06   7.7980100E+05
   33.1750   9.7458838E+05   1.4725172E+06   9.7633238E+05   7.7775081E+05   1.2742354E+06   7.7988506E+05
   33.1875   9.7472681E+05   1.4720878E+06   9.7642656E+05   7.7788331E+05   1.2738264E+06   7.7996969E+05
   33.2000   9.7486706E+05   1.4716541E+06   9.7652188E+05   7.7801750E+05   1.2734139E+06   7.8005475E+05
   33.2125   9.7500925E+05   1.4712162E+06   9.7661844E+05   7.7815325E+05   1.2729979E+06   7.8014025E+05
   33.2250   9.7515325E+05   1.4707742E+06   9.7671606E+05   7.7829050E+05   1.2725786E+06   7.8022606E+05
   33.2375   9.7529900E+05   1.4703282E+06   9.7681494E+05   7.7842919E+05   1.2721562E+06   7.8031219E+05
   33.2500   9.7544638E+05   1.4698784E+06   9.7691494E+05   7.7856919E+05   1.2717309E+06   7.8039862E+05
   33.2625   9.7559544E+05   1.4694246E+06   9.7701612E+05   7.7871044E+05   1.2713026E+06   7.8048538E+05
   33.2750   9.7574612E+05   1.4689672E+06   9.7711850E+05   7.7885288E+05   1.2708716E+06   7.8057231E+05
   33.2875   9.7589825E+05   1.4685062E+06   9.7722206E+05   7.7899650E+05   1.2704381E+06   7.8065950E+05
   33.3000   9.7605188E+05   1.4680419E+06   9.7732675E+05   7.7914119E+05   1.2700020E+06   7.8074694E+05
   33.3125   9.7620675E+05   1.4675741E+06   9.7743256E+05   7.7928694E+05   1.2695634E+06   7.8083462E+05
   33.3250   9.7636288E+05   1.4671032E+06   9.7753956E+05   7.7943362E+05   1.2691225E+06   7.8092262E+05
   33.3375   9.7652012E+05   1.4666294E+06   9.7764762E+05   7.7958125E+05   1.2686792E+06   7.8101081E+05
   33.3500   9.7667838E+05   1.4661528E+06   9.7775669E+05   7.7972975E+05   1.2682339E+06   7.8109931E+05
   33.3625   9.7683756E+05   1.4656735E+06   9.7786669E+05   7.7987900E+05   1.2677862E+06   7.8118819E+05
   33.3750   9.7699750E+05   1.4651918E+06   9.7797769E+05   7.8002906E+05   1.2673366E+06   7.8127731E+05
   33.3875   9.7715806E+05   1.4647079E+06   9.7808950E+05   7.8017981E+05   1.2668849E+06   7.8136688E+05
   33.4000   9.7731912E+05   1.4642220E+06   9.7820219E+05   7.8033125E+05   1.2664311E+06   7.8145681E+05
   33.4125   9.7748056E+05   1.4637344E+06   9.7831550E+05   7.8048331E+05   1.2659755E+06   7.8154725E+05
   33.4250   9.7764231E+05   1.4632451E+06   9.7842956E+05   7.8063588E+05   1.2655179E+06   7.8163806E+05
   33.4375   9.7780419E+05   1.4627545E+06   9.7854419E+05   7.8078894E+05   1.2650585E+06   7.8172944E+05
   33.4500   9.7796612E+05   1.4622626E+06   9.7865925E+05   7.8094244E+05   1.2645974E+06   7.8182131E+05
   33.4625   9.7812794E+05   1.4617698E+06   9.7877488E+05   7.8109631E+05   1.2641346E+06   7.8191375E+05
   33.4750   9.7828956E+05   1.4612761E+06   9.7889081E+05   7.8125050E+05   1.2636701E+06   7.8200675E+05
   33.4875   9.7845100E+05   1.4607816E+06   9.7900706E+05   7.8140494E+05   1.2632040E+06   7.8210038E+05
   33.5000   9.7861194E+05   1.4602866E+06   9.7912356E+05   7.8155956E+05   1.2627364E+06   7.8219462E+05
   33.5125   9.7877256E+05   1.4597912E+06   9.7924019E+05   7.8171425E+05   1.2622674E+06   7.8228950E+05
   33.5250   9.7893244E+05   1.4592960E+06   9.7935688E+05   7.8186900E+05   1.2617970E+06   7.8238500E+05
   33.5375   9.7909169E+05   1.4588005E+06   9.7947369E+05   7.8202375E+05   1.2613254E+06   7.8248125E+05
   33.5500   9.7925025E+05   1.4583052E+06   9.7959038E+05   7.8217838E+05   1.2608524E+06   7.8257819E+05
   33.5625   9.7940794E+05   1.4578101E+06   9.7970700E+05   7.8233281E+05   1.2603785E+06   7.8267581E+05
   33.5750   9.7956475E+05   1.4573154E+06   9.7982350E+05   7.8248688E+05   1.2599035E+06   7.8277412E+05
   33.5875   9.7972062E+05   1.4568211E+06   9.7993981E+05   7.8264062E+05   1.2594276E+06   7.8287312E+05
   33.6000   9.7987544E+05   1.4563274E+06   9.8005588E+05   7.8279388E+05   1.2589510E+06   7.8297281E+05
   33.6125   9.8002919E+05   1.4558344E+06   9.8017169E+05   7.8294650E+05   1.2584736E+06   7.8307319E+05
   33.6250   9.8018175E+05   1.4553420E+06   9.8028719E+05   7.8309844E+05   1.2579959E+06   7.8317425E+05
   33.6375   9.8033312E+05   1.4548505E+06   9.8040231E+05   7.8324950E+05   1.2575176E+06   7.8327594E+05
   33.6500   9.8048300E+05   1.4543605E+06   9.8051688E+05   7.8339969E+05   1.2570392E+06   7.8337819E+05
   33.6625   9.8063162E+05   1.4538712E+06   9.8063100E+05   7.8354875E+05   1.2565609E+06   7.8348100E+05
   33.6750   9.8077869E+05   1.4533836E+06   9.8074450E+05   7.8369669E+05   1.2560825E+06   7.8358431E+05
   33.6875   9.8092425E+05   1.4528971E+06   9.8085756E+05   7.8384325E+05   1.2556045E+06   7.8368806E+05
   33.7000   9.8106831E+05   1.4524121E+06   9.8096988E+05   7.8398838E+05   1.2551270E+06   7.8379225E+05
   33.7125   9.8121081E+05   1.4519286E+06   9.8108162E+05   7.8413194E+05   1.2546500E+06   7.8389669E+05
   33.7250   9.8135169E+05   1.4514466E+06   9.8119275E+05   7.8427388E+05   1.2541739E+06   7.8400144E+05
   33.7375   9.8149094E+05   1.4509662E+06   9.8130319E+05   7.8441400E+05   1.2536986E+06   7.8410638E+05
   33.7500   9.8162856E+05   1.4504872E+06   9.8141300E+05   7.8455219E+05   1.2532246E+06   7.8421138E+05
   33.7625   9.8176444E+05   1.4500100E+06   9.8152212E+05   7.8468838E+05   1.2527519E+06   7.8431644E+05
   33.7750   9.8189838E+05   1.4495351E+06   9.8163019E+05   7.8482244E+05   1.2522805E+06   7.8442144E+05
   33.7875   9.8203062E+05   1.4490618E+06   9.8173775E+05   7.8495431E+05   1.2518109E+06   7.8452631E+05
   33.8000   9.8216088E+05   1.4485905E+06   9.8184431E+05   7.8508381E+05   1.2513430E+06   7.8463100E+05
   33.8125   9.8228925E+05   1.4481212E+06   9.8195019E+05   7.8521100E+05   1.2508769E+06   7.8473538E+05
   33.8250   9.8241575E+05   1.4476541E+06   9.8205519E+05   7.8533569E+05   1.2504129E+06   7.8483938E+05
   33.8375   9.8254019E+05   1.4471891E+06   9.8215944E+05   7.8545788E+05   1.2499511E+06   7.8494294E+05
   33.8500   9.8266262E+05   1.4467262E+06   9.8226288E+05   7.8557744E+05   1.2494915E+06   7.8504600E+05
   33.8625   9.8278306E+05   1.4462658E+06   9.8236544E+05   7.8569431E+05   1.2490344E+06   7.8514844E+05
   33.8750   9.8290125E+05   1.4458074E+06   9.8246725E+05   7.8580844E+05   1.2485798E+06   7.8525012E+05
   33.8875   9.8301731E+05   1.4453515E+06   9.8256819E+05   7.8591981E+05   1.2481279E+06   7.8535112E+05
   33.9000   9.8313075E+05   1.4448989E+06   9.8266788E+05   7.8602831E+05   1.2476786E+06   7.8545119E+05
   33.9125   9.8324194E+05   1.4444486E+06   9.8276681E+05   7.8613388E+05   1.2472322E+06   7.8555038E+05
   33.9250   9.8335050E+05   1.4440016E+06   9.8286469E+05   7.8623656E+05   1.2467889E+06   7.8564850E+05
   33.9375   9.8345650E+05   1.4435575E+06   9.8296150E+05   7.8633619E+05   1.2463485E+06   7.8574556E+05
   33.9500   9.8355988E+05   1.4431166E+06   9.8305731E+05   7.8643288E+05   1.2459112E+06   7.8584144E+05
   33.9625   9.8366056E+05   1.4426789E+06   9.8315206E+05   7.8652650E+05   1.2454772E+06   7.8593606E+05
   33.9750   9.8375844E+05   1.4422445E+06   9.8324575E+05   7.8661700E+05   1.2450466E+06   7.8602938E+05
   33.9875   9.8385350E+05   1.4418135E+06   9.8333838E+05   7.8670444E+05   1.2446195E+06   7.8612131E+05
   34.0000   9.8394569E+05   1.4413859E+06   9.8342988E+05   7.8678875E+05   1.2441958E+06   7.8621181E+05
   34.0125   9.8403500E+05   1.4409619E+06   9.8352031E+05   7.8686994E+05   1.2437755E+06   7.8630075E+05
   34.0250   9.8412081E+05   1.4405424E+06   9.8360919E+05   7.8694800E+05   1.2433590E+06   7.8638806E+05
   34.0375   9.8420375E+05   1.4401264E+06   9.8369700E+05   7.8702288E+05   1.2429461E+06   7.8647375E+05
   34.0500   9.8428338E+05   1.4397148E+06   9.8378338E+05   7.8709462E+05   1.2425370E+06   7.8655775E+05
   34.0625   9.8435975E+05   1.4393071E+06   9.8386844E+05   7.8716319E+05   1.2421318E+06   7.8664000E+05
   34.0750   9.8443275E+05   1.4389039E+06   9.8395212E+05   7.8722856E+05   1.2417304E+06   7.8672044E+05
   34.0875   9.8450250E+05   1.4385049E+06   9.8403444E+05   7.8729081E+05   1.2413329E+06   7.8679900E+05
   34.1000   9.8456881E+05   1.4381101E+06   9.8411531E+05   7.8734994E+05   1.2409395E+06   7.8687575E+05
   34.1125   9.8463175E+05   1.4377199E+06   9.8419475E+05   7.8740581E+05   1.2405501E+06   7.8695050E+05
   34.1250   9.8469125E+05   1.4373342E+06   9.8427275E+05   7.8745856E+05   1.2401649E+06   7.8702331E+05
   34.1375   9.8474731E+05   1.4369530E+06   9.8434919E+05   7.8750812E+05   1.2397839E+06   7.8709412E+05
   34.1500   9.8479938E+05   1.4365776E+06   9.8442356E+05   7.8755444E+05   1.2394070E+06   7.8716294E+05
   34.1625   9.8484806E+05   1.4362065E+06   9.8449656E+05   7.8759762E+05   1.2390346E+06   7.8722969E+05
   34.1750   9.8489288E+05   1.4358409E+06   9.8456750E+05   7.8763750E+05   1.2386666E+06   7.8729438E+05
   34.1875   9.8493400E+05   1.4354802E+06   9.8463669E+05   7.8767419E+05   1.2383031E+06   7.8735694E+05
   34.2000   9.8497144E+05   1.4351250E+06   9.8470394E+05   7.8770762E+05   1.2379442E+06   7.8741738E+05
   34.2125   9.8500519E+05   1.4347749E+06   9.8476925E+05   7.8773775E+05   1.2375900E+06   7.8747569E+05
   34.2250   9.8503525E+05   1.4344301E+06   9.8483269E+05   7.8776456E+05   1.2372405E+06   7.8753188E+05
   34.2375   9.8506162E+05   1.4340905E+06   9.8489406E+05   7.8778812E+05   1.2368959E+06   7.8758588E+05
   34.2500   9.8508450E+05   1.4337562E+06   9.8495344E+05   7.8780831E+05   1.2365561E+06   7.8763762E+05
   34.2625   9.8510375E+05   1.4334274E+06   9.8501081E+05   7.8782512E+05   1.2362215E+06   7.8768725E+05
   34.2750   9.8511888E+05   1.4331048E+06   9.8506550E+05   7.8783856E+05   1.2358919E+06   7.8773469E+05
   34.2875   9.8513075E+05   1.4327871E+06   9.8511825E+05   7.8784869E+05   1.2355674E+06   7.8777988E+05
   34.3000   9.8513881E+05   1.4324754E+06   9.8516856E+05   7.8785531E+05   1.2352481E+06   7.8782294E+05
   34.3125   9.8514338E+05   1.4321692E+06   9.8521656E+05   7.8785856E+05   1.2349342E+06   7.8786369E+05
   34.3250   9.8514450E+05   1.4318686E+06   9.8526219E+05   7.8785844E+05   1.2346258E+06   7.8790231E+05
   34.3375   9.8514219E+05   1.4315736E+06   9.8530544E+05   7.8785481E+05   1.2343228E+06   7.8793869E+05
   34.3500   9.8513656E+05   1.4312841E+06   9.8534631E+05   7.8784775E+05   1.2340252E+06   7.8797288E+05
   34.3625   9.8512775E+05   1.4310002E+06   9.8538481E+05   7.8783725E+05   1.2337334E+06   7.8800481E+05
   34.3750   9.8511569E+05   1.4307218E+06   9.8542088E+05   7.8782331E+05   1.2334471E+06   7.8803456E+05
   34.3875   9.8510056E+05   1.4304486E+06   9.8545450E+05   7.8780594E+05   1.2331666E+06   7.8806206E+05
   34.4000   9.8508181E+05   1.4301821E+06   9.8548512E+05   7.8778506E+05   1.2328920E+06   7.8808738E+05
   34.4125   9.8506025E+05   1.4299209E+06   9.8551350E+05   7.8776075E+05   1.2326231E+06   7.8811044E+05
   34.4250   9.8503544E+05   1.4296656E+06   9.8553900E+05   7.8773294E+05   1.2323604E+06   7.8813131E+05
   34.4375   9.8500762E+05   1.4294161E+06   9.8556194E+05   7.8770175E+05   1.2321035E+06   7.8814994E+05
   34.4500   9.8497694E+05   1.4291724E+06   9.8558219E+05   7.8766706E+05   1.2318526E+06   7.8816625E+05
   34.4625   9.8494331E+05   1.4289345E+06   9.8559981E+05   7.8762900E+05   1.2316080E+06   7.8818031E+05
   34.4750   9.8490694E+05   1.4287022E+06   9.8561488E+05   7.8758756E+05   1.2313695E+06   7.8819212E+05
   34.4875   9.8486788E+05   1.4284758E+06   9.8562725E+05   7.8754269E+05   1.2311372E+06   7.8820162E+05
   34.5000   9.8482612E+05   1.4282549E+06   9.8563712E+05   7.8749450E+05   1.2309111E+06   7.8820888E+05
   34.5125   9.8478194E+05   1.4280398E+06   9.8564444E+05   7.8744300E+05   1.2306914E+06   7.8821375E+05
   34.5250   9.8473462E+05   1.4278312E+06   9.8564862E+05   7.8738825E+05   1.2304780E+06   7.8821631E+05
   34.5375   9.8468512E+05   1.4276281E+06   9.8565044E+05   7.8733025E+05   1.2302709E+06   7.8821650E+05
   34.5500   9.8463300E+05   1.4274314E+06   9.8564944E+05   7.8726912E+05   1.2300701E+06   7.8821438E+05
   34.5625   9.8457844E+05   1.4272404E+06   9.8564588E+05   7.8720494E+05   1.2298758E+06   7.8820988E+05
   34.5750   9.8452156E+05   1.4270554E+06   9.8563969E+05   7.8713769E+05   1.2296876E+06   7.8820294E+05
   34.5875   9.8446244E+05   1.4268762E+06   9.8563094E+05   7.8706750E+05   1.2295060E+06   7.8819369E+05
   34.6000   9.8440112E+05   1.4267031E+06   9.8561962E+05   7.8699444E+05   1.2293308E+06   7.8818200E+05
   34.6125   9.8433775E+05   1.4265356E+06   9.8560588E+05   7.8691862E+05   1.2291618E+06   7.8816788E+05
   34.6250   9.8427238E+05   1.4263742E+06   9.8558969E+05   7.8684006E+05   1.2289991E+06   7.8815138E+05
   34.6375   9.8420506E+05   1.4262185E+06   9.8557112E+05   7.8675894E+05   1.2288428E+06   7.8813244E+05
   34.6500   9.8413531E+05   1.4260699E+06   9.8554956E+05   7.8667531E+05   1.2286928E+06   7.8811106E+05
   34.6625   9.8406388E+05   1.4259266E+06   9.8552581E+05   7.8658931E+05   1.2285490E+06   7.8808725E+05
   34.6750   9.8399031E+05   1.4257901E+06   9.8549944E+05   7.8650094E+05   1.2284116E+06   7.8806100E+05
   34.6875   9.8391500E+05   1.4256596E+06   9.8547062E+05   7.8641044E+05   1.2282804E+06   7.8803225E+05
   34.7000   9.8383775E+05   1.4255355E+06   9.8543938E+05   7.8631775E+05   1.2281555E+06   7.8800112E+05
   34.7125   9.8375881E+05   1.4254175E+06   9.8540575E+05   7.8622312E+05   1.2280368E+06   7.8796750E+05
